"Date","HomeTeam","AwayTeam","FTHG","FTAG","FTR"
2020-03-08,"Levante","Granada",1,1,"D"
2020-03-08,"Villarreal","Leganes",1,2,"A"
2020-03-08,"Betis","Real Madrid",2,1,"H"
2020-03-10,"Eibar","Sociedad",1,2,"A"
2020-06-11,"Sevilla","Betis",2,0,"H"
2020-06-12,"Granada","Getafe",2,1,"H"
2020-06-12,"Valencia","Levante",1,1,"D"
2020-06-13,"Espanol","Alaves",2,0,"H"
2020-06-13,"Celta","Villarreal",0,1,"A"
2020-06-13,"Leganes","Valladolid",1,2,"A"
2020-06-13,"Mallorca","Barcelona",0,4,"A"
2020-06-14,"Ath Bilbao","Ath Madrid",1,1,"D"
2020-06-14,"Real Madrid","Eibar",3,1,"H"
2020-06-14,"Sociedad","Osasuna",1,1,"D"
2020-06-15,"Levante","Sevilla",1,1,"D"
2020-06-15,"Betis","Granada",2,2,"D"
2020-06-16,"Getafe","Espanol",0,0,"D"
2020-06-16,"Villarreal","Mallorca",1,0,"H"
2020-06-16,"Barcelona","Leganes",2,0,"H"
2020-06-17,"Eibar","Ath Bilbao",2,2,"D"
2020-06-17,"Valladolid","Celta",0,0,"D"
2020-06-17,"Osasuna","Ath Madrid",0,5,"A"
2020-06-18,"Alaves","Sociedad",2,0,"H"
2020-06-18,"Real Madrid","Valencia",3,0,"H"
2020-06-19,"Granada","Villarreal",0,1,"A"
2020-06-19,"Mallorca","Leganes",1,1,"D"
2020-06-19,"Sevilla","Barcelona",0,0,"D"
2020-06-20,"Espanol","Levante",1,3,"A"
2020-06-20,"Ath Bilbao","Betis",1,0,"H"
2020-06-20,"Getafe","Eibar",1,1,"D"
2020-06-20,"Ath Madrid","Valladolid",1,0,"H"
2020-06-21,"Celta","Alaves",6,0,"H"
2020-06-21,"Valencia","Osasuna",2,0,"H"
2020-06-21,"Sociedad","Real Madrid",1,2,"A"
2020-06-22,"Villarreal","Sevilla",2,2,"D"
2020-06-22,"Leganes","Granada",0,0,"D"
2020-06-23,"Levante","Ath Madrid",0,1,"A"
2020-06-23,"Valladolid","Getafe",1,1,"D"
2020-06-23,"Barcelona","Ath Bilbao",1,0,"H"
2020-06-24,"Alaves","Osasuna",0,1,"A"
2020-06-24,"Sociedad","Celta",0,1,"A"
2020-06-24,"Real Madrid","Mallorca",2,0,"H"
2020-06-25,"Eibar","Valencia",1,0,"H"
2020-06-25,"Betis","Espanol",1,0,"H"
2020-06-26,"Sevilla","Valladolid",1,1,"D"
2020-06-27,"Ath Bilbao","Mallorca",3,1,"H"
2020-06-27,"Celta","Barcelona",2,2,"D"
2020-06-27,"Osasuna","Leganes",2,1,"H"
2020-06-27,"Ath Madrid","Alaves",2,1,"H"
2020-06-28,"Levante","Betis",4,2,"H"
2020-06-28,"Villarreal","Valencia",2,0,"H"
2020-06-28,"Granada","Eibar",1,2,"A"
2020-06-28,"Espanol","Real Madrid",0,1,"A"
2020-06-29,"Getafe","Sociedad",2,1,"H"
2020-06-30,"Mallorca","Celta",5,1,"H"
2020-06-30,"Leganes","Sevilla",0,3,"A"
2020-06-30,"Barcelona","Ath Madrid",2,2,"D"
2020-07-01,"Alaves","Granada",0,2,"A"
2020-07-01,"Valencia","Ath Bilbao",0,2,"A"
2020-07-01,"Betis","Villarreal",0,2,"A"
2020-07-01,"Valladolid","Levante",0,0,"D"
2020-07-02,"Eibar","Osasuna",0,2,"A"
2020-07-02,"Sociedad","Espanol",2,1,"H"
2020-07-02,"Real Madrid","Getafe",1,0,"H"
2020-07-03,"Ath Madrid","Mallorca",3,0,"H"
2020-07-04,"Celta","Betis",1,1,"D"
2020-07-04,"Valladolid","Alaves",1,0,"H"
2020-07-04,"Granada","Valencia",2,2,"D"
2020-07-05,"Ath Bilbao","Real Madrid",0,1,"A"
2020-07-05,"Espanol","Leganes",0,1,"A"
2020-07-05,"Osasuna","Getafe",0,0,"D"
2020-07-05,"Villarreal","Barcelona",1,4,"A"
2020-07-06,"Levante","Sociedad",1,1,"D"
2020-07-06,"Sevilla","Eibar",1,0,"H"
2020-07-07,"Valencia","Valladolid",2,1,"H"
2020-07-07,"Celta","Ath Madrid",1,1,"D"
2020-07-08,"Betis","Osasuna",3,0,"H"
2020-07-08,"Getafe","Villarreal",1,3,"A"
2020-07-08,"Barcelona","Espanol",1,0,"H"
2020-07-09,"Eibar","Leganes",0,0,"D"
2020-07-09,"Mallorca","Levante",2,0,"H"
2020-07-09,"Ath Bilbao","Sevilla",1,2,"A"
2020-07-10,"Sociedad","Granada",2,3,"A"
2020-07-10,"Real Madrid","Alaves",2,0,"H"
2020-07-11,"Osasuna","Celta",2,1,"H"
2020-07-11,"Valladolid","Barcelona",0,1,"A"
2020-07-11,"Ath Madrid","Betis",1,0,"H"
2020-07-12,"Espanol","Eibar",0,2,"A"
2020-07-12,"Levante","Ath Bilbao",1,2,"A"
2020-07-12,"Leganes","Valencia",1,0,"H"
2020-07-12,"Sevilla","Mallorca",2,0,"H"
2020-07-13,"Alaves","Getafe",0,0,"D"
2020-07-13,"Villarreal","Sociedad",1,2,"A"
2020-07-13,"Granada","Real Madrid",1,2,"A"
2020-07-16,"Eibar","Valladolid",3,1,"H"
2020-07-16,"Ath Bilbao","Leganes",0,2,"A"
2020-07-16,"Barcelona","Osasuna",1,2,"A"
2020-07-16,"Betis","Alaves",1,2,"A"
2020-07-16,"Celta","Levante",2,3,"A"
2020-07-16,"Getafe","Ath Madrid",0,2,"A"
2020-07-16,"Mallorca","Granada",1,2,"A"
2020-07-16,"Real Madrid","Villarreal",2,1,"H"
2020-07-16,"Sociedad","Sevilla",0,0,"D"
2020-07-16,"Valencia","Espanol",1,0,"H"
2020-07-19,"Alaves","Barcelona",0,5,"A"
2020-07-19,"Valladolid","Betis",2,0,"H"
2020-07-19,"Villarreal","Eibar",4,0,"H"
2020-07-19,"Ath Madrid","Sociedad",1,1,"D"
2020-07-19,"Espanol","Celta",0,0,"D"
2020-07-19,"Granada","Ath Bilbao",4,0,"H"
2020-07-19,"Leganes","Real Madrid",2,2,"D"
2020-07-19,"Levante","Getafe",1,0,"H"
2020-07-19,"Osasuna","Mallorca",2,2,"D"
2020-07-19,"Sevilla","Valencia",1,0,"H"
